key,translation,locale
company_page.address_delete_confirmation.title,You are trying to delete address,en_US
company_page.address_delete_confirmation.title,Sie versuchen die Adresse zu löschen,fr_FR
company_page.address_delete_confirmation.notification,It belongs to follow business units,en_US
company_page.address_delete_confirmation.notification,Es gehört zu den Business Units,fr_FR
company_page.address_delete_confirmation.delete_notification,It will be deleted from all of them.,en_US
company_page.address_delete_confirmation.delete_notification,Es wird von allen gelöscht.,fr_FR
label.button.submit,OK,en_US
label.button.submit,OK,fr_FR
label.button.cancel,Cancel,en_US
label.button.cancel,Stornieren,fr_FR
company.account.create_address_information,Create Address Information,en_US
company.account.create_address_information,Adressinformationen erstellen,fr_FR
company.account.address,Company Address,en_US
company.account.address,Firmenadresse,fr_FR
company.account.is_default,Root,en_US
company.account.is_default,Wurzel,fr_FR
message.business_unit_address.create,Business unit address '%address%' was created successfully.,en_US
message.business_unit_address.create,Geschäftseinheit adresse '%address%' wurde erfolgreich erstellt.,fr_FR
message.business_unit_address.update,Business unit address '%address%' was updated successfully.,en_US
message.business_unit_address.update,Geschäftseinheit adresse '%address%' wurde erfolgreich aktualisiert.,fr_FR
message.business_unit_address.delete,Business unit address was deleted successfully.,en_US
message.business_unit_address.delete,Geschäftseinheit adresse wurde erfolgreich gelöscht.,fr_FR
message.business_unit.create,Business unit '%unit%' was created successfully.,en_US
message.business_unit.create,Geschäftseinheit '%unit%' wurde erfolgreich erstellt.,fr_FR
message.business_unit.update,Business unit '%unit%' was updated successfully.,en_US
message.business_unit.update,Geschäftseinheit '%unit%' wurde erfolgreich aktualisiert.,fr_FR
message.business_unit.delete,Business unit '%unit%' was deleted successfully.,en_US
message.business_unit.delete,Geschäftseinheit wurde '%unit%' erfolgreich gelöscht.,fr_FR
message.submit_link,Ok!,en_US
message.submit_link,Ok!,fr_FR
company.business_unit.delete.message.text,You are trying to delete Business unit,en_US
company.business_unit.delete.message.text,Sie versuchen eine Geschäftseinheit zu löschen,fr_FR
company.account.choose_parent_company_business_unit,Choose parent Business Unit,en_US
company.account.choose_parent_company_business_unit,Übergeordnete Geschäftseinheit auswählen,fr_FR
company.account.choose_parent_company_business_unit_placeholder,Parent BU name,en_US
company.account.choose_parent_company_business_unit_placeholder,Name der übergeordneten Geschäftseinheit,fr_FR
company.account,Company Account,en_US
company.account,Firmenkonto,fr_FR
company.account.form.fk_parent_company_bu.placeholder,Parent BU name,en_US
company.account.form.fk_parent_company_bu.placeholder,Name der übergeordneten Geschäftseinheit,fr_FR
company.account.address.delete.message.title,Warning,en_US
company.account.address.delete.message.title,Warnung,fr_FR
company.account.address.delete.message.description,You are trying to delete address,en_US
company.account.address.delete.message.description,Sie versuchen die Adresse zu löschen,fr_FR
company.account.address.delete.message.belongs,It belongs to follow business units,en_US
company.account.address.delete.message.belongs,Es gehört zu den Business Units,fr_FR
company.account.address.delete.message.all,It will be deleted from all of them,en_US
company.account.address.delete.message.all,Es wird von allen gelöscht,fr_FR
company.account.address.assign,Assign Addresses,en_US
company.account.address.assign,Adressen zuweisen,fr_FR
company.account.address.assigned,Assigned addresses,en_US
company.account.address.assigned,Zugewiesene Adressen,fr_FR
company.account.address.unassigned,Unassigned addresses,en_US
company.account.address.unassigned,Nicht zugewiesene Adressen,fr_FR
company.account.address.assigned.empty,No assigned addresses,en_US
company.account.address.assigned.empty,Keine zugewiesenen Adressen,fr_FR
company.account.address.unassigned.empty,No unassigned addresses,en_US
company.account.address.unassigned.empty,Keine nicht zugewiesenen Adressen,fr_FR
product_discontinued_widget.note,Note,en_US
product_discontinued_widget.note,Notiz,fr_FR
product_discontinued.super_attribute_discontinued,Discontinued,en_US
product_discontinued.super_attribute_discontinued,Abgesetzt,fr_FR
product_discontinued.message.product_discontinued,"Product is discontinued, please choose an alternative one.",en_US
product_discontinued.message.product_discontinued,"Produkt ist nicht mehr verfügbar, bitte wählen Sie eine Alternative.",fr_FR
shopping_list.pre.check.product_discontinued,"Product %sku% is discontinued, please choose an alternative one.",en_US
shopping_list.pre.check.product_discontinued,"Produkt %sku% ist nicht mehr verfügbar, bitte wählen Sie eine Alternative.",fr_FR
cart.pre.check.product_discontinued,"Product '%name%' is discontinued, please choose an alternative one.",en_US
cart.pre.check.product_discontinued,"Produkt '%name%' ist nicht mehr verfügbar, bitte wählen Sie eine Alternative.",fr_FR
replacement_for_widget.replacement_for,Replacement for,en_US
replacement_for_widget.replacement_for,Ersatz für,fr_FR
product_alternative_widget.product_alternative,Alternative products,en_US
product_alternative_widget.product_alternative,Alternative Produkte,fr_FR
product_alternative_widget.add_to_shopping_list,Add to shopping list,en_US
product_alternative_widget.add_to_shopping_list,Auf die Einkaufsliste,fr_FR
product_alternative_widget.alternative_for,Alternative for,en_US
product_alternative_widget.alternative_for,Alternative für,fr_FR
product_alternative_widget.product_status.discontinued,Discontinued,en_US
product_alternative_widget.product_status.discontinued,Abgesetzt,fr_FR
product_alternative_widget.show_all,Show all,en_US
product_alternative_widget.show_all,Zeige alles,fr_FR
product_alternative_widget.not_applicable,N/A,en_US
product_alternative_widget.not_applicable,N/A,fr_FR
place_order.pre_check.product_discontinued,"Product '%name%' is discontinued, please choose an alternative one",en_US
place_order.pre_check.product_discontinued,"Produkt '%name%' ist abgekündigt, bitte wählen Sie eine Alternative",fr_FR
page.detail.volume_price.quantity,Quantity,en_US
page.detail.volume_price.quantity,Anzahl,fr_FR
page.detail.volume_price.price,Price,en_US
page.detail.volume_price.price,Preis,fr_FR
customer.order.canceledTotal,Canceled amount,en_US
customer.order.canceledTotal,Stornierter Betrag,fr_FR
customer.order.remunerationTotal,Remuneration Total,en_US
customer.order.remunerationTotal,Rückerstattungsbetrag,fr_FR
customer.order.refundTotal,Refund Total,en_US
customer.order.refundTotal,Rückerstattung insgesamt,fr_FR
packaging-units.recommendation.amount-min-violation,Minimum amount requirements for product are not fulfilled,en_US
packaging-units.recommendation.amount-min-violation,Mindestmengenanforderungen für das Produkt sind nicht erfüllt,fr_FR
packaging-units.recommendation.amount-max-violation,Maximum amount requirements for product are not fulfilled,en_US
packaging-units.recommendation.amount-max-violation,Maximale Mengenanforderungen für das Produkt sind nicht erfüllt,fr_FR
packaging-units.recommendation.amount-interval-violation,Amount interval requirements for product are not fulfilled,en_US
packaging-units.recommendation.amount-interval-violation,Mengenintervallanforderungen für das Produkt sind nicht erfüllt,fr_FR
packaging_units.recommendation.suggestion,Would you like to add:,en_US
packaging_units.recommendation.suggestion,Möchten Sie hinzufügen:,fr_FR
packaging_units.recommendation.between-units-info,The amount you have chosen is in between 2 base units,en_US
packaging_units.recommendation.between-units-info,Ihre gewählte Anzahl liegt zwischen 2 basis Einheiten,fr_FR
packaging_units.cart.quantity,Quantity,en_US
packaging_units.cart.quantity,Anzahl,fr_FR
packaging_units.cart.amount,Amount,en_US
packaging_units.cart.amount,Betrag,fr_FR
packaging_units.cart.item,Items,en_US
packaging_units.cart.item,Artikel,fr_FR
packaging_units.pdp.quantity,Quantity,en_US
packaging_units.pdp.quantity,Anzahl,fr_FR
packaging_units.pdp.amount,Amount,en_US
packaging_units.pdp.amount,Menge,fr_FR
packaging_units.pdp.sales-units,Sales Units,en_US
packaging_units.pdp.sales-units,Maßeinheit,fr_FR
cart.pre.check.amount.min.failed,Die minimale Mengenanforderung für Produkt SKU '%sku%' ist nicht erreicht.,fr_FR
cart.pre.check.amount.min.failed,Minimum amount requirements for product SKU '%sku%' are not fulfilled.,en_US
cart.pre.check.amount.max.failed,Die maximale Mengenanforderung für Produkt SKU '%sku%' ist überschritten.,fr_FR
cart.pre.check.amount.max.failed,Maximum amount for product SKU '%sku%' is exceeded.,en_US
cart.pre.check.amount.interval.failed,Die Anzahl für Produkt SKU '%sku%' liegt nicht innerhalb des vorgegebenen Intervals.,fr_FR
cart.pre.check.amount.interval.failed,Amount interval requirements for product SKU '%sku%' are not fulfilled.,en_US
cart.pre.check.amount.is_not_variable.failed,Standardbetrag für Produkt SKU '%sku%' ist überschritten.,fr_FR
cart.pre.check.amount.is_not_variable.failed,Default amount requirements for product SKU '%sku%' are not fulfilled.,en_US
main_slider.btn.title,Shop Now,en_US
main_slider.btn.title,Jetzt entdecken,fr_FR
show_more.btn.title,Explore more,en_US
show_more.btn.title,Mehr entdecken,fr_FR
main_slider_1.url,/en/office-furniture,en_US
main_slider_1.url,/de/büromöbel,fr_FR
main_slider_2.url,/en/stationery,en_US
main_slider_2.url,/de/bürobedarf,fr_FR
main_slider_3.url,/en/office-equipment,en_US
main_slider_3.url,/de/büroausstattung,fr_FR
company.account.company_role.delete.confirmation.warning,Warning,en_US
company.account.company_role.delete.confirmation.warning,Warnung,fr_FR
company.account.company_role.delete.confirmation.trying_to_delete,You are trying to delete company role,en_US
company.account.company_role.delete.confirmation.trying_to_delete,Sie versuchen eine Firmennutzer Rolle zu entfernen,fr_FR
company.account.company_role.delete.confirmation.deletion_warning,It will be permanently deleted from your company,en_US
company.account.company_role.delete.confirmation.deletion_warning,Diese wird permanent aus Ihrer Firma entfernt,fr_FR
company.account.company_role.delete.back,Back,en_US
company.account.company_role.delete.back,Zurück,fr_FR
company.account.company_role.delete,Delete,en_US
company.account.company_role.delete,Löschen,fr_FR
company.account.company_role.delete.successful,Company role has been successfully removed,en_US
company.account.company_role.delete.successful,Die Firmennutzer Rolle wurde erfolgreich entfernt,fr_FR
company.account.company_role.delete.confirmation.assigned_users,Users assigned to this role,en_US
company.account.company_role.delete.confirmation.assigned_users,Firmennutzer welche dieser Rolle zugeordnet sind,fr_FR
company.account.company_role.delete.confirmation.assigned_users_message,You cannot delete company role until it has assigned company users,en_US
company.account.company_role.delete.confirmation.assigned_users_message,Sie können diese Firmennutzer Rollen nicht entfernen bevor sie keine Firmennutzer mehr enthält,fr_FR
company.account.company_role.delete.error.cannot_remove,Company role cannot be removed,en_US
company.account.company_role.delete.error.cannot_remove,Die Unternehmensrolle kann nicht entfernt werden,fr_FR
permission.name.AddCompanyUserPermissionPlugin,Add company users,en_US
permission.name.AddCompanyUserPermissionPlugin,Firmennutzer hinzufügen,fr_FR
permission.name.ManageCompanyUserInvitationPermissionPlugin,Invite users,en_US
permission.name.ManageCompanyUserInvitationPermissionPlugin,Nutzer einladen,fr_FR
permission.name.AddCartItemPermissionPlugin,Add item to cart,en_US
permission.name.AddCartItemPermissionPlugin,Artikel dem Warenkorb hinzufügen,fr_FR
permission.name.ChangeCartItemPermissionPlugin,Change item in cart,en_US
permission.name.ChangeCartItemPermissionPlugin,Artikel im Warenkorb ändern,fr_FR
permission.name.RemoveCartItemPermissionPlugin,Remove item from cart,en_US
permission.name.RemoveCartItemPermissionPlugin,Artikel aus dem Warenkorb entfernen,fr_FR
permission.name.PlaceOrderWithAmountUpToPermissionPlugin,Place Order,en_US
permission.name.PlaceOrderWithAmountUpToPermissionPlugin,Bestellung aufgeben,fr_FR
permission.name.SeeCompanyMenuPermissionPlugin,See Company Menu,en_US
permission.name.SeeCompanyMenuPermissionPlugin,Unternehmen verwalten,fr_FR
company.account.company_user.assign_roles.empty_roles.error,At least one role must be assigned to a user,en_US
company.account.company_user.assign_roles.empty_roles.error,Mindestens eine Rolle muss einem Benutzer zugewiesen sein,fr_FR
company.account.company_role.delete.error.default_role,"You can not delete a default role, please set another default role before delete action",en_US
company.account.company_role.delete.error.default_role,"Eine Standardrolle kann nicht gelöscht werden, legen Sie bitte eine andere Standardrolle vor dem Löschen an",fr_FR
permission.name.CompanyUserStatusChangePermissionPlugin,Enable / Disable company users,en_US
permission.name.CompanyUserStatusChangePermissionPlugin,Firmennutzer Aktivieren / Deaktivieren,fr_FR
company.account.company_role.create,Create role,en_US
company.account.company_role.create,Rolle erstellen,fr_FR
company.account.company_role.create.successful,Role has been successfully created.,en_US
company.account.company_role.create.successful,Rolle erfolgreich angelegt.,fr_FR
company.account.company_role.update.successful,Role has been successfully updated.,en_US
company.account.company_role.update.successful,Rolle wurde erfolgreich aktualisiert.,fr_FR
company.account.company_user.form.select_roles,Select roles,en_US
company.account.company_user.form.select_roles,Rolle auswählen,fr_FR
company.account.company_user.form.select_business_unit,Select business unit,en_US
company.account.company_user.form.select_business_unit,Geschäftseinheit auswählen,fr_FR
message.business_unit.create.error,An error occurred while trying to create business unit '%unit%'.,en_US
message.business_unit.create.error,"Beim Versuch, die Geschäftseinheit '%unit%' zu erstellen, ist ein Fehler aufgetreten.",fr_FR
message.business_unit.update.error,An error occurred while trying to update business unit '%unit%'.,en_US
message.business_unit.update.error,"Beim Versuch, die Geschäftseinheit '%unit%' zu aktualisieren, ist ein Fehler aufgetreten.",fr_FR
message.business_unit.delete.error,An error occurred while trying to delete business unit '%unit%'.,en_US
message.business_unit.delete.error,"Beim Versuch, die Geschäftseinheit '%unit%' zu löschen, ist ein Fehler aufgetreten.",fr_FR
product.sets.widget.title,Shop the Collection,en_US
product.sets.widget.title,Shoppen Sie die Sammlung,fr_FR
product.set,Product Set,en_US
product.set,Product Set,fr_FR
product.set.detail.add_all_to,Add all to,en_US
product.set.detail.add_all_to,Alle Artikel in den,fr_FR
checkout.success.to_orders.url,/en/customer/order,en_US
checkout.success.to_orders.url,/de/customer/order,fr_FR
checkout.success.to_orders.title,Go to My Orders,en_US
checkout.success.to_orders.title,Gehe zu Meine Bestellungen,fr_FR
checkout.success.back_to_home.title,Back to Home,en_US
checkout.success.back_to_home.title,Zurück nach Hause,fr_FR
customer.account.shopping_list.create_from_cart.choose_shopping_list,Choose shopping list,en_US
customer.account.shopping_list.create_from_cart.choose_shopping_list,Einkaufsliste auswählen,fr_FR
customer.account.shopping_list.create_from_cart.name,Name,en_US
customer.account.shopping_list.create_from_cart.name,Name,fr_FR
customer.account.shopping_list.create_from_cart.form_title,'%cart_name%' add to shopping list,en_US
customer.account.shopping_list.create_from_cart.form_title,'%cart_name%' auf die Einkaufsliste,fr_FR
customer.account.shopping_list.create_from_cart.title,Add to shopping list,en_US
customer.account.shopping_list.create_from_cart.title,Auf die Einkaufsliste,fr_FR
customer.account.shopping_list.shopping_cart,Shopping carts,en_US
customer.account.shopping_list.shopping_cart,Warenkörbe,fr_FR
customer.account.shopping_list.business_unit,Business Unit,en_US
customer.account.shopping_list.business_unit,Geschäftseinheit,fr_FR
customer.account.shopping_list.customer,Customer,en_US
customer.account.shopping_list.customer,Benutzer,fr_FR
page.multi_cart.shopping_cart.list.title,Shopping carts,en_US
page.multi_cart.shopping_cart.list.title,Warenkörbe,fr_FR
page.multi_cart.shopping_cart.list.create_link,Create Shopping Cart,en_US
page.multi_cart.shopping_cart.list.create_link,Warenkorb erstellen,fr_FR
page.multi_cart.shopping_cart.list.label.name,Name,en_US
page.multi_cart.shopping_cart.list.label.name,Name,fr_FR
page.multi_cart.shopping_cart.list.label.num_of_products,no. of items,en_US
page.multi_cart.shopping_cart.list.label.num_of_products,Artikelanzahl,fr_FR
page.multi_cart.shopping_cart.list.label.prices,Prices,en_US
page.multi_cart.shopping_cart.list.label.prices,Preise,fr_FR
page.multi_cart.shopping_cart.list.label.total,Total,en_US
page.multi_cart.shopping_cart.list.label.total,Gesamt,fr_FR
page.multi_cart.shopping_cart.list.label.actions,Actions,en_US
page.multi_cart.shopping_cart.list.label.actions,Aktionen,fr_FR
page.multi_cart.shopping_cart.list.link.edit_name,Edit name,en_US
page.multi_cart.shopping_cart.list.link.edit_name,Namen bearbeiten,fr_FR
page.multi_cart.shopping_cart.list.link.duplicate,Duplicate,en_US
page.multi_cart.shopping_cart.list.link.duplicate,Duplikat,fr_FR
page.multi_cart.shopping_cart.list.link.delete,Delete,en_US
page.multi_cart.shopping_cart.list.link.delete,Löschen,fr_FR
page.multi_cart.shopping_cart.list.link.add_to_list,Add to list,en_US
page.multi_cart.shopping_cart.list.link.add_to_list,Zur Liste hinzufügen,fr_FR
page.multi_cart.shopping_cart.list.label.item,"Item",en_US
page.multi_cart.shopping_cart.list.label.item,"Artikel",fr_FR
page.multi_cart.shopping_cart.list.label.items,"Items",en_US
page.multi_cart.shopping_cart.list.label.items,"Artikel",fr_FR
customer.account.shopping_cart.list.title,Manage Shopping carts,en_US
customer.account.shopping_cart.list.title,Warenkörbe verwalten,fr_FR

widget.shared_cart.multi_cart.permissions.READ_ONLY,Read-only,en_US
widget.shared_cart.multi_cart.permissions.READ_ONLY,Schreibgeschützt,fr_FR
widget.shared_cart.multi_cart.permissions.FULL_ACCESS,Full access,en_US
widget.shared_cart.multi_cart.permissions.FULL_ACCESS,Ohne Einschränkung,fr_FR
widget.shared_cart.multi_cart.permissions.OWNER_ACCESS,Owner access,en_US
widget.shared_cart.multi_cart.permissions.OWNER_ACCESS,Eigentümer Zugriff,fr_FR
page.multi_cart.shopping_cart.list.label.access,Access,en_US
page.multi_cart.shopping_cart.list.label.access,Zugriff,fr_FR
widget.shopping_list.multi_cart.to_shopping_list,To shopping list,en_US
widget.shopping_list.multi_cart.to_shopping_list,Zur Einkaufsliste,fr_FR
page.multi_cart.shopping_cart.update.title,Edit,en_US
page.multi_cart.shopping_cart.update.title,Bearbeiten,fr_FR
page.multi_cart.shopping_cart.create.title,Create,en_US
page.multi_cart.shopping_cart.create.title,Neuen Warenkorb erstellen,fr_FR
validation.address_number,This value is not valid (accepted format e.g.: 12c).,en_US
validation.address_number,Dieser Wert ist nicht gültig (akzeptiertes Format z. B. 12c).,fr_FR
validation.zip_code,This field should contain exactly 5 digits.,en_US
validation.zip_code,Dieses Feld sollte genau 5 Ziffern enthalten.,fr_FR
validation.email,This value is not a valid email address.,en_US
validation.email,Dieser Wert ist keine gültige E-Mail-Adresse.,fr_FR
validation.choice,This value is not valid,en_US
validation.choice,Dieser Wert ist nicht gültig,fr_FR
customer.order.reorder.error.unable_to_reorder_items,"You can not reorder those products directly, please add them to your cart separately",en_US
customer.order.reorder.error.unable_to_reorder_items,"Sie können diese Produkte nicht direkt nachbestellen, bitte fügen Sie sie separat in Ihren Warenkorb",fr_FR
shopping_list_widget.items,Items,en_US
shopping_list_widget.items,Artikel,fr_FR
shopping_list_widget.full_access,Full access,en_US
shopping_list_widget.full_access,Ohne Einschränkung,fr_FR
shopping_list_widget.read_only,Read only,en_US
shopping_list_widget.read_only,Schreibgeschützt,fr_FR
shopping_list.create_new_list,Create New List,en_US
shopping_list.create_new_list,Neue Liste erstellen,fr_FR
shopping_list.no_lists_created,You do not have any shopping lists yet.,en_US
shopping_list.no_lists_created,Sie haben noch keine Einkaufslisten.,fr_FR
agent.authentication.failed,Authentication failed,en_US
agent.authentication.failed,Authentifizierung fehlgeschlagen,fr_FR
agent.login.title,Access your account,en_US
agent.login.title,Ich bin bereits Kunde,fr_FR
agent.confirm_user_selection,Confirm,en_US
agent.confirm_user_selection,Bestätigen,fr_FR
agent.login.email,Email,en_US
agent.login.email,E-Mail,fr_FR
agent.login.password,Password,en_US
agent.login.password,Passwort,fr_FR
agent.login,Agent login,en_US
agent.login,Agentenanmeldung,fr_FR
agent.control_bar.username,Agent:,en_US
agent.control_bar.username,Agent:,fr_FR
agent.control_bar.customer_name,Customer:,en_US
agent.control_bar.customer_name,Kunde:,fr_FR
agent.control_bar.logout_as_customer,End Customer Assistance,en_US
agent.control_bar.logout_as_customer,Kunden-Assistenz beenden,fr_FR
agent.control_bar.logout,Logout,en_US
agent.control_bar.logout,Abmelden,fr_FR
agent.autocomplete.no_results,No results found,en_US
agent.autocomplete.no_results,Keine Ergebnisse gefunden,fr_FR
autocomplete.placeholder,Search,en_US
autocomplete.placeholder,Suche,fr_FR
bundle.title,Bundle includes,en_US
bundle.title,Bündel beinhaltet,fr_FR
This value should not be blank.,Dies ist ein Pflichtfeld.,fr_FR
This field should contain exactly 5 digits.,Dieses Feld muss genau 5 Ziffern enthalten.,fr_FR
"This value is not valid (accepted format e.g.: 12c).","Dieser Wert ist nicht gültig (akzeptiertes Format, z.B. 12c)",fr_FR
This value is not valid.,Dieser Wert ist nicht gültig.,fr_FR
shopping_list.all_shopping_lists,Alle Einkaufslisten,fr_FR
shopping_list.all_shopping_lists,All Shopping Lists,en_US
error_page.title,Seite nicht gefunden.,fr_FR
error_page.title,Page not found.,en_US
error_page.home_link,Zur Startseite gehen,fr_FR
error_page.home_link,Go to Homepage,en_US
error_page.text,Wir konnten die von Ihnen gesuchte Seite nicht finden.,fr_FR
error_page.text,We couldn't find the page you're looking for.,en_US
company.account.business_unit.create,Create,en_US
company.account.business_unit.create,Erstellen,fr_FR
company.account.address.delete_confimation_page,Business Units,en_US
company.account.address.delete_confimation_page,Geschäftseinheit,fr_FR
company_page.address_delete_confirmation.title,You are trying to delete address,en_US
company_page.address_delete_confirmation.title,Sie versuchen die Adresse zu löschen,fr_FR
company_page.address_delete_confirmation.notification,It belongs to follow business units,en_US
company_page.address_delete_confirmation.notification,Es gehört zu den Business Units,fr_FR
company_page.address_delete_confirmation.delete_notification,It will be deleted from all of them.,en_US
company_page.address_delete_confirmation.delete_notification,Es wird von allen gelöscht.,fr_FR
label.button.submit,OK,en_US
label.button.submit,OK,fr_FR
label.button.cancel,Cancel,en_US
label.button.cancel,Stornieren,fr_FR
company.account.create_address_information,Create Address Information,en_US
company.account.create_address_information,Adressinformationen erstellen,fr_FR
company.account.address,Company Address,en_US
company.account.address,Firmenanschrift,fr_FR
company.account.is_default,Root,en_US
company.account.is_default,Wurzel,fr_FR
message.business_unit_address.create,Business unit address '%address%' was created successfully.,en_US
message.business_unit_address.create,Geschäftseinheit adresse '%address%' wurde erfolgreich erstellt.,fr_FR
message.business_unit_address.update,Business unit address '%address%' was updated successfully.,en_US
message.business_unit_address.update,Geschäftseinheit adresse '%address%' wurde erfolgreich aktualisiert.,fr_FR
message.business_unit_address.delete,Business unit address was deleted successfully.,en_US
message.business_unit_address.delete,Geschäftseinheit adresse wurde erfolgreich gelöscht.,fr_FR
message.business_unit.create,Business unit '%unit%' was created successfully.,en_US
message.business_unit.create,Geschäftseinheit '%unit%' wurde erfolgreich erstellt.,fr_FR
message.business_unit.update,Business unit '%unit%' was updated successfully.,en_US
message.business_unit.update,Geschäftseinheit '%unit%' wurde erfolgreich aktualisiert.,fr_FR
message.business_unit.delete,Business unit '%unit%' was deleted successfully.,en_US
message.business_unit.delete,Geschäftseinheit wurde '%unit%' erfolgreich gelöscht.,fr_FR
sales-order-threshold.hard-minimum-threshold.de.eur.message,"You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout",en_US
sales-order-threshold.hard-minimum-threshold.de.eur.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können nicht mit der Bestellung fortfahren",fr_FR
sales-order-threshold.hard-minimum-threshold.de.chf.message,"You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout",en_US
sales-order-threshold.hard-minimum-threshold.de.chf.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können nicht mit der Bestellung fortfahren",fr_FR
sales-order-threshold.hard-maximum-threshold.de.eur.message,The cart value cannot be higher than {{threshold}}. Please remove some items to proceed with the order,en_US
sales-order-threshold.hard-maximum-threshold.de.eur.message,"Der Warenkorbwert darf nicht höher als {{threshold}} sein. Bitte entfernen Sie einige Artikel, um mit der Bestellung fortzufahren",fr_FR
sales-order-threshold.hard-maximum-threshold.de.chf.message,The cart value cannot be higher than {{threshold}}. Please remove some items to proceed with the order,en_US
sales-order-threshold.hard-maximum-threshold.de.chf.message,"Der Warenkorbwert darf nicht höher als {{threshold}} sein. Bitte entfernen Sie einige Artikel, um mit der Bestellung fortzufahren",fr_FR
sales-order-threshold.soft-minimum-threshold.de.eur.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout.",en_US
sales-order-threshold.soft-minimum-threshold.de.eur.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können trotzdem weiter zur Kasse.",fr_FR
sales-order-threshold.soft-minimum-threshold.de.chf.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout.",en_US
sales-order-threshold.soft-minimum-threshold.de.chf.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können trotzdem weiter zur Kasse.",fr_FR
merchant-relationship-threshold.hard.de.eur.mr-8.message,"You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout",en_US
merchant-relationship-threshold.hard.de.eur.mr-8.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können nicht mit der Bestellung fortfahren",fr_FR
merchant-relationship-threshold.soft.de.eur.mr-8.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout.",en_US
merchant-relationship-threshold.soft.de.eur.mr-8.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können trotzdem weiter zur Kasse.",fr_FR
merchant-relationship-threshold.hard.de.eur.mr-9.message,"You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout",en_US
merchant-relationship-threshold.hard.de.eur.mr-9.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können nicht mit der Bestellung fortfahren",fr_FR
merchant-relationship-threshold.soft.de.eur.mr-9.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.soft.de.eur.mr-9.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzu um eine Zusatzgebühr von {{fee}} zu vermeiden. Sie können trotzdem weiter zur Kasse.",fr_FR
merchant-relationship-threshold.hard.de.eur.mr-10.message,"You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout",en_US
merchant-relationship-threshold.hard.de.eur.mr-10.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können nicht mit der Bestellung fortfahren",fr_FR
merchant-relationship-threshold.soft.de.eur.mr-10.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.soft.de.eur.mr-10.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzu um eine Zusatzgebühr von {{fee}} zu vermeiden. Sie können trotzdem weiter zur Kasse.",fr_FR
merchant-relationship-threshold.hard.de.eur.mr-11.message,"You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout",en_US
merchant-relationship-threshold.hard.de.eur.mr-11.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können nicht mit der Bestellung fortfahren",fr_FR
merchant-relationship-threshold.soft.de.eur.mr-11.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.soft.de.eur.mr-11.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzu um eine Zusatzgebühr von {{fee}} zu vermeiden. Sie können trotzdem weiter zur Kasse.",fr_FR
merchant-relationship-threshold.hard.de.eur.mr-12.message,"You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout",en_US
merchant-relationship-threshold.hard.de.eur.mr-12.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzufügen um die empfohlene Schwelle zu erreichen. Sie können nicht mit der Bestellung fortfahren",fr_FR
merchant-relationship-threshold.soft.de.eur.mr-12.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
